Estado / Canal,Ciudad,coordenadas,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
GUANAJUATO               ,SAN MIGUEL DE A,"20.8975948,-101.2637661,10",947,30198000,25973000,20567000,20810000,21878000,20379000,18915000,22570000,18520000,19811000,17110000,23675000
AGUASCALIENTES           ,RINCON DE ROMOS,"22.2188197,-102.3667793,12.25",948,32842000,19263000,15455000,15523000,16829000,16987000,16479000,18753000,15549000,15612000,13824000,13969000
VERACRUZ                 ,JOSE AZUETA    ,"18.0750735,-95.708984,17",949,2625000,1920000,1591000,1705000,1703000,1673000,1691000,1813000,1659000,1779000,1388000,1447000
TAMAULIPAS               ,CD VICTORIA    ,"23.7316503,-99.1469183,20",950,5371000,3170000,2631000,2845000,3613000,2583000,2282000,2868000,2393000,2556000,2303000,1808000
CHIAPAS                  ,CHIAPA DE CORZO,"16.7092573,-93.0191911,17.79",951,6300000,5499000,4622000,4503000,5217000,5252000,4666000,4989000,4908000,5185000,4192000,4634000
MICHOACAN                ,MORELIA        ,"19.6826608,-101.2606102,13",952,5726000,4242000,4510000,3757000,4206000,4195000,4354000,4098000,3623000,3963000,3582000,4383000
VERACRUZ                 ,JALTIPAN DE MOR,"17.9656413,-94.7313896,14",953,10896000,9559000,7559000,7374000,8510000,8314000,7681000,8624000,7579000,7414000,6371000,7793000
OAXACA                   ,VALLE NACIONAL ,"17.7772183,-96.2948645,21",954,6434000,5991000,4299000,4331000,5558000,4892000,4510000,5638000,4632000,4379000,3975000,4356000
GUANAJUATO               ,COMONFORT      ,"20.8975948,-101.2637661,10",955,25738000,19187000,17198000,16842000,18020000,17701000,16054000,20415000,16844000,15785000,14795000,21395000
CAMPECHE                 ,ESCARCEGA      ,"18.6057873,-90.7306409,20",956,47696000,35663000,25287000,24768000,27892000,26210000,23179000,28140000,25184000,24911000,21825000,22782000
SONORA                   ,SANTANA        ,"30.6284589,-112.1197701,9",957,3929000,2328000,2435000,2177000,2615000,2244000,1961000,2024000,1949000,2089000,1724000,1708000
DISTRITO FEDERAL         ,GUSTAVO A MADER,"19.464387,-99.1695578,13",958,1883000,1602000,1534000,1637000,1870000,1575000,1421000,1484000,1484000,1398000,1177000,1517000
NUEVO LEON               ,GARCIA         ,"25.7958531,-100.6062295,14.5",959,56866000,35156000,29037000,27518000,30435000,33867000,30120000,37836000,27493000,25727000,22244000,22215000
COAHUILA                 ,CD ACU#A       ,"29.3271296,-100.9768697,18.67",960,5627000,3975000,4276000,3715000,3662000,3751000,4054000,3759000,3299000,3924000,3215000,2894000
SONORA                   ,HERMOSILLO     ,"29.1144034,-111.0937715,13",961,32113000,18377000,15684000,13956000,15568000,15368000,14194000,16605000,14773000,13878000,11353000,11487000
OAXACA                   ,ASUNCION NOCHI ,"17.4594517,-97.2271717,19",962,20714000,16553000,13497000,13162000,14404000,14561000,11827000,14429000,13289000,12780000,11923000,14484000
GUANAJUATO               ,LEON           ,"21.1031792,-101.8014984,12.29",963,1532000,1213000,952000,810000,980000,986000,969000,1211000,805000,940000,1043000,1414000
SONORA                   ,MIGUEL ALEM    ,"28.8682124,-111.5450583,12.17",964,21376000,14600000,12812000,10907000,11912000,12188000,11975000,13615000,11922000,9823000,8615000,8296000
VERACRUZ                 ,CATEMACO       ,"18.4179058,-95.146386,14",965,23807000,15167000,12615000,12687000,14385000,14784000,12267000,13975000,12966000,13203000,10878000,13128000
PUEBLA                   ,TLACOTEPEC     ,"18.6822685,-98.2317638,10",966,5124000,3579000,3485000,3320000,3621000,3292000,2979000,3774000,3047000,3266000,2954000,3485000
VERACRUZ                 ,TLAPACOYAN     ,"18.7667438,-96.2285488,13",967,25300000,24942000,16402000,15467000,17164000,16840000,14045000,17438000,15155000,14485000,13705000,17294000
GUANAJUATO               ,JUVENTINO ROSAS,"20.642462,-101.0443977,12.96",968,26924000,24821000,17770000,18108000,19480000,18287000,17115000,21038000,17028000,16402000,15726000,20291000
JALISCO                  ,GUADALAJARA    ,"20.6144291,-103.4456886,13",969,10789000,6616000,4664000,4891000,5266000,5067000,4832000,5220000,4236000,4308000,3330000,3874000
JALISCO                  ,ZAPOPAN        ,"20.721916,-103.3968023,16",970,6398000,4767000,4778000,4260000,4991000,5061000,3818000,4327000,3648000,4256000,3659000,3657000
JALISCO                  ,TLAQUEPAQUE    ,"20.5949965,-103.4221709,13",971,13401000,8266000,6401000,6872000,7584000,6644000,6380000,7472000,6060000,6569000,5293000,5610000
GUERRERO                 ,ALTAMIRANO     ,"18.3165765,-100.2851576,18.54",972,44032000,38571000,30460000,30267000,33467000,33068000,29576000,33594000,31045000,30371000,27165000,31638000
GUANAJUATO               ,SAN FELIPE     ,"21.4803683,-101.5772986,10",973,29463000,24010000,17977000,17204000,18201000,19566000,18659000,22351000,16413000,17936000,16630000,20627000
ESTADO DE MEXICO         ,NAUCALPAN      ,"19.4961321,-99.2882443,13",974,22743000,17664000,14242000,13799000,15360000,15300000,14024000,16403000,14635000,13841000,13085000,16990000
SAN LUIS POTOSI          ,TAMAZUNCHALE   ,"21.2954857,-98.8408893,12.25",975,39383000,28940000,20863000,18999000,22647000,21759000,18075000,23466000,18661000,19950000,18473000,21452000
ESTADO DE MEXICO         ,MELCHOR OCAMPO ,"19.7167703,-100.2934703,9",976,1813000,1316000,1306000,1357000,1470000,1345000,1317000,1474000,1206000,1281000,1179000,1357000
OAXACA                   ,LOMA BONITA    ,"18.1106936,-95.8806622,20",977,2649000,1930000,1476000,1411000,1621000,1642000,1481000,1867000,1474000,1609000,1370000,1307000
JALISCO                  ,ZAPOPAN        ,"20.7330373,-103.5059202,13",978,2691000,1924000,1899000,2029000,2281000,1962000,1696000,1983000,1728000,2048000,1748000,1573000
DISTRITO FEDERAL         ,MAGDALENA CONTR,"19.2989117,-99.2839944,13",979,2706000,1851000,1787000,2005000,2106000,2115000,1945000,2176000,1841000,1911000,1570000,2031000
VERACRUZ                 ,MARTINEZ DE LA ,"20.0597861,-97.0864168,14",980,39996000,35105000,27177000,26394000,30341000,29055000,25464000,31249000,27006000,28337000,24590000,29197000
YUCATAN                  ,PUERTO PROGR   ,"21.2852554,-89.6665744,17.58",981,9303000,6939000,6085000,6099000,7651000,6086000,5140000,6206000,5421000,5845000,4735000,4625000
SONORA                   ,HERMOSILLO     ,"29.0587061,-110.9972701,14.75",982,22126000,13500000,11818000,10067000,11692000,11558000,11297000,12660000,11838000,11086000,9176000,8030000
ESTADO DE MEXICO         ,TLALNEPANTLA   ,"19.5600964,-99.3338302,12",983,2516000,1959000,2136000,1691000,2140000,1577000,1546000,1841000,1432000,1672000,1530000,1649000
MICHOACAN                ,TEPALCATEPEC   ,"19.2098601,-103.1622219,10",984,4960000,4347000,3604000,3632000,3646000,4216000,3700000,3839000,3401000,3595000,3020000,3187000
JALISCO                  ,ATOTONILCO     ,"20.6654498,-102.874352,11",985,21965000,15042000,14425000,12941000,13869000,14031000,13326000,14396000,11643000,11519000,10707000,11107000
JALISCO                  ,TLAJOMULCO DE Z,"20.5260882,-103.3928365,15.75",986,2045000,1052000,1113000,1055000,1178000,1213000,985000,1402000,952000,967000,727000,867000
CHIHUAHUA                ,CHIHUAHUA      ,"28.6315038,-106.3691568,11",987,1597000,977000,747000,728000,867000,1039000,811000,986000,983000,1063000,809000,795000
JALISCO                  ,EL GRULLO      ,"20.0753636,-105.4918547,9",988,5798000,4502000,4255000,3818000,5124000,4447000,3846000,4044000,3253000,3895000,3228000,3767000
ESTADO DE MEXICO         ,CHIMALHUACAN   ,"19.3601015,-99.1108361,12",989,3445000,2110000,1677000,1911000,2000000,1911000,1789000,2074000,1712000,1547000,1391000,1644000
VERACRUZ                 ,NARANJOS       ,"21.3662185,-97.7646883,12.75",990,31520000,19405000,14527000,15470000,17535000,18271000,15637000,18279000,16016000,15502000,14591000,15592000
NAYARIT                  ,LA PE#ITA DE JA,"21.0387736,-105.2478888,20",991,4466000,3642000,3315000,3120000,3749000,3088000,3110000,3466000,3010000,3006000,3436000,4358000
JALISCO                  ,SAYULA         ,"19.879935,-103.6333877,14",992,20374000,12622000,10951000,10710000,11779000,11626000,10797000,11177000,9025000,9704000,8513000,9080000
ESTADO DE MEXICO         ,VILLA GUERRERO ,"18.7528395,-100.1835565,10",993,18005000,17623000,13800000,13325000,14783000,14642000,12836000,14252000,12561000,13462000,11391000,14444000
OAXACA                   ,TLACOLULA DE MA,"16.958534,-96.4781454,19.25",994,5874000,5285000,4844000,4956000,5686000,5614000,5269000,5247000,4768000,4885000,4329000,4655000
PUEBLA                   ,CUAUTLANCINGO  ,"19.1066348,-98.2800886,17",995,16610000,12962000,10720000,10205000,11353000,10289000,9739000,11145000,9561000,9640000,8645000,11640000
OAXACA                   ,MATIAS ROMERO  ,"16.876768,-95.0383492,18.75",996,37518000,28946000,22262000,22151000,26542000,25684000,21828000,24863000,24463000,25263000,20626000,23104000
ESTADO DE MEXICO         ,NICOLAS ROMERO ,"19.6283193,-99.5812798,11",997,25882000,18074000,14221000,14354000,15363000,14486000,12282000,14427000,13432000,11503000,10166000,15154000
ESTADO DE MEXICO         ,TOLUCA         ,"19.2840982,-99.7394013,12",998,1867000,1878000,1678000,1488000,1648000,1528000,1466000,1688000,1380000,1476000,1458000,1816000
JALISCO                  ,TAMAZULA DE GOR,"20.909012,-104.2702961,11",999,18289000,10879000,9440000,8347000,9371000,9523000,8884000,9582000,7471000,7319000,6779000,7141000
VERACRUZ                 ,COSCOMATEPEC   ,"19.0727448,-97.3857939,10",1000,23450000,20084000,15367000,15255000,15466000,17320000,14447000,15935000,14956000,15067000,14417000,18104000
DISTRITO FEDERAL         ,TLAHUAC        ,"19.2889686,-99.1178263,13",1001,2404000,2142000,1726000,1615000,1818000,1455000,1491000,1807000,1472000,1512000,1325000,1557000
VERACRUZ                 ,XALAPA         ,"19.5673853,-96.9311822,15.25",1002,17069000,11518000,9094000,8782000,9885000,9723000,8770000,10273000,9095000,8759000,7676000,9467000
OAXACA                   ,XOXOCOTLAN     ,"17.0299923,-96.7375422,15.75",1003,28106000,25098000,19949000,19488000,22619000,21198000,20218000,23494000,19962000,19885000,18873000,21306000
ESTADO DE MEXICO         ,CHIMALHUACAN   ,"19.4276529,-99.0369737,13",1004,16173000,11552000,10412000,9644000,10357000,10388000,9856000,11275000,9777000,10198000,9543000,12254000
JALISCO                  ,EL SALTO       ,"20.5045755,-103.2741774,12.75",1005,4767000,3197000,2566000,2472000,3378000,2755000,3020000,3193000,2356000,2741000,2231000,2139000
JALISCO                  ,SAN MIGUEL EL A,"21.2421824,-102.910223,10",1006,3141000,2574000,2331000,2311000,2284000,2020000,2040000,1987000,1480000,1901000,1505000,1844000
OAXACA                   ,SANTIAGO PINOT ,"16.3407793,-98.0540042,19.5",1007,31903000,24669000,21647000,20869000,24186000,24702000,20348000,22524000,22181000,21446000,19853000,22044000
NAYARIT                  ,BAHIA DE BANDER,"20.7213179,-105.2778534,20.25",1008,5531000,4022000,3507000,3567000,4292000,3580000,3155000,3945000,3568000,3707000,3304000,3121000
DISTRITO FEDERAL         ,AZCAPOTZALCO   ,"19.4863365,-99.3615317,12",1009,1347000,1080000,949000,1005000,1186000,979000,892000,1083000,895000,960000,776000,720000
JALISCO                  ,TONALA         ,"20.6208422,-103.2579338,15.25",1010,17524000,11860000,9580000,9010000,10664000,10106000,9801000,10672000,9143000,8875000,8424000,7625000
JALISCO                  ,TLAQUEPAQUE    ,"20.5749591,-103.3810766,13",1011,18254000,11662000,10038000,9857000,10177000,10071000,9247000,10299000,8744000,8588000,7981000,7473000
VERACRUZ                 ,VERACRUZ       ,"19.2106706,-96.2956703,13",1012,10833000,6469000,4880000,5231000,5344000,5829000,5269000,6394000,5311000,4977000,4279000,5493000
NUEVO LEON               ,ALLENDE        ,"25.2818379,-100.1119652,12",1013,24130000,15233000,12758000,11733000,13262000,13056000,12305000,14002000,12087000,11578000,9835000,8979000
ESTADO DE MEXICO         ,TLALNEPANTLA DE,"19.5185225,-99.1809459,13",1014,24484000,17492000,12732000,12693000,14169000,13944000,12737000,16685000,13417000,13913000,11286000,16188000
MORELOS                  ,PUENTE DE IXTLA,"18.6214766,-99.3228625,21",1015,22358000,17607000,14750000,14809000,15806000,15276000,13898000,15427000,13856000,14160000,13220000,17009000
VERACRUZ                 ,VERACRUZ       ,"19.190684,-96.1957754,13.5",1016,17442000,12076000,9322000,9068000,10514000,10132000,8557000,10953000,9553000,9256000,8052000,9283000
VERACRUZ                 ,MEDELLIN       ,"19.0892442,-96.1553149,17",1017,17819000,11796000,10039000,10115000,11682000,11212000,9958000,12463000,10455000,10360000,8920000,10555000
ESTADO DE MEXICO         ,VILLA VICTORIA ,"19.4320832,-100.0003374,17",1018,12855000,13681000,12266000,10422000,11970000,12231000,10011000,12316000,10043000,11264000,9562000,11486000
GUERRERO                 ,ATOYAC DE ALVAR,"17.2077558,-100.4370035,21",1019,32770000,22456000,18021000,17215000,20015000,20780000,17735000,20523000,20073000,18767000,16310000,20620000
BAJA CALIFORNIA SUR      ,CABO SAN LUCAS ,"22.9205515,-109.9859421,13",1020,44459000,27390000,23777000,20817000,24540000,24810000,21576000,23726000,20836000,21369000,18521000,17722000
TLAXCALA                 ,SAN PABLO DEL M,"19.1169976,-98.1722345,17.63",1021,19644000,16548000,14686000,13810000,14044000,13801000,12610000,14294000,12761000,13081000,12568000,15588000
PUEBLA                   ,SAN JUAN XIUTET,"19.796172,-97.331309,16",1022,2277000,2062000,1804000,1783000,1870000,2155000,1777000,1937000,1636000,1789000,1416000,1968000
PUEBLA                   ,XICOTEPEC DE JU,"20.267616,-97.9662884,16",1023,26535000,20139000,17061000,16978000,18940000,20308000,16241000,18871000,16760000,17396000,15446000,18547000
ZACATECAS                ,LORETO         ,"22.9281729,-104.0113373,8",1024,29914000,21646000,14994000,15253000,17365000,17615000,15901000,17934000,14809000,15535000,14101000,14059000
VERACRUZ                 ,IGNACIO DE LA L,"18.7168321,-96.0595077,12.25",1025,2781000,2707000,1995000,1841000,2321000,2616000,1878000,2226000,2175000,2158000,2241000,1862000
GUERRERO                 ,OMETEPEC       ,"16.6918008,-98.4081963,19.75",1026,38563000,31151000,24952000,23568000,28626000,30695000,24784000,27353000,26458000,29675000,26006000,31317000
GUANAJUATO               ,LEON           ,"21.1031792,-101.8014984,12.29",1027,25155000,19228000,15638000,14739000,15725000,14520000,14468000,16997000,14812000,14397000,12844000,18856000
JALISCO                  ,ACATIC         ,"20.7797808,-102.9119312,17",1028,1293000,1051000,1077000,1082000,1139000,1010000,953000,950000,847000,865000,797000,767000
TAMAULIPAS               ,REYNOSA        ,"26.0723767,-98.3223404,20",1029,32905000,20097000,16666000,15516000,17528000,17152000,17309000,18142000,16931000,17071000,15045000,14026000
SONORA                   ,"MAGDALENA, SON ","30.6284589,-112.1197701,9",1030,25788000,15893000,13113000,11865000,13591000,12857000,12033000,13262000,12783000,11635000,8297000,8378000
TAMAULIPAS               ,NUEVO LAREDO   ,"27.5176834,-99.5635182,20",1031,36417000,23809000,21439000,21208000,22367000,24396000,22302000,25803000,21509000,20667000,17815000,16680000
VERACRUZ                 ,TIERRA BLANCA  ,"18.450545,-96.4703026,12",1032,24744000,16095000,13966000,13843000,15449000,15028000,13229000,15526000,13339000,13123000,12604000,15313000
VERACRUZ                 ,LERDO DE TEJADA,"18.6333139,-95.5334045,15",1033,3263000,1983000,1363000,1446000,2040000,1909000,1599000,1640000,1485000,1833000,1395000,1462000
QUINTANA ROO             ,CANCUN         ,"21.1529862,-86.9157685,16.5",1034,32983000,22341000,19196000,18986000,21204000,21161000,20153000,22260000,20028000,20745000,18215000,19159000
SINALOA                  ,MAZATLAN       ,"23.2304476,-106.3880967,19.67",1035,26822000,15559000,12082000,12546000,14267000,12529000,12387000,14911000,13526000,12081000,10342000,10030000
OAXACA                   ,EJUTLA DE CRESP,"16.5655347,-96.7328428,20.5",1036,3084000,2791000,2343000,2439000,2597000,2733000,2246000,2236000,1973000,2103000,1883000,1959000
PUEBLA                   ,HUEJOTZINGO    ,"19.1765237,-98.5634253,11",1037,23061000,18133000,15315000,15114000,16204000,16013000,15322000,16022000,14145000,14434000,12859000,18277000
CHIHUAHUA                ,JIMENEZ        ,"27.1343661,-104.9307399,14.33",1038,17627000,10626000,8895000,8336000,9756000,10279000,9420000,10290000,9808000,9416000,7764000,7998000
JALISCO                  ,TAPALPA        ,"19.9450418,-103.7896702,14",1039,4975000,3648000,3118000,2845000,3069000,2727000,2394000,2786000,2263000,2957000,2185000,2922000
MICHOACAN                ,MORELIA        ,"19.6773028,-101.3766861,12",1040,16340000,12617000,9803000,10293000,11311000,11102000,9508000,12250000,10483000,10386000,9204000,12697000
HIDALGO                  ,ZIMAPAN        ,"20.7358595,-99.3842347,21",1041,5435000,5275000,4184000,4209000,4748000,4724000,4207000,4828000,3720000,4162000,3752000,4244000
